age,job,marital,education,default,housing,loan,y
82,retired,divorced,basic.4y,no,yes,yes,yes
42,technician,divorced,basic.9y,no,no,no,no
72,retired,married,basic.4y,no,no,no,yes
25,technician,single,professional.course,no,yes,yes,no
28,services,married,high.school,no,no,yes,yes
39,unemployed,married,university.degree,no,yes,no,no
34,admin.,single,high.school,no,yes,no,yes
48,admin.,married,high.school,no,no,no,no
50,admin.,divorced,basic.9y,no,no,no,no
28,blue-collar,married,basic.9y,no,yes,no,no
58,unemployed,married,university.degree,no,yes,no,yes
24,blue-collar,married,basic.9y,no,yes,no,no
31,blue-collar,single,basic.9y,no,yes,no,no
44,blue-collar,married,professional.course,no,no,no,no
35,entrepreneur,married,university.degree,no,no,no,yes
34,admin.,single,university.degree,no,yes,yes,yes
29,blue-collar,married,basic.9y,no,no,no,no
71,retired,married,professional.course,no,no,no,yes
58,blue-collar,married,basic.4y,no,yes,no,yes
33,blue-collar,single,high.school,no,yes,no,yes
40,entrepreneur,married,basic.9y,no,no,no,no
44,admin.,married,university.degree,no,yes,yes,no
33,technician,married,professional.course,no,yes,no,no
34,admin.,married,university.degree,no,no,no,yes
43,blue-collar,married,basic.9y,no,no,no,no
48,entrepreneur,married,basic.4y,no,no,yes,no
38,unemployed,married,basic.6y,no,no,no,yes
40,technician,married,professional.course,no,yes,no,no
50,management,divorced,professional.course,no,no,no,no
57,retired,married,basic.4y,no,no,no,no
26,blue-collar,single,high.school,no,no,no,no
46,admin.,divorced,university.degree,no,yes,yes,no
41,admin.,married,university.degree,no,yes,no,yes
35,blue-collar,married,basic.6y,no,no,no,no
35,blue-collar,single,basic.9y,no,no,no,yes
45,housemaid,married,high.school,no,no,no,no
32,admin.,single,university.degree,no,no,yes,yes
35,admin.,married,high.school,no,yes,no,yes
30,technician,married,professional.course,no,yes,no,yes
41,management,married,university.degree,no,yes,no,no
24,services,single,high.school,no,no,no,yes
27,admin.,single,university.degree,no,no,no,yes
39,blue-collar,married,high.school,no,yes,no,no
44,self-employed,single,professional.course,no,yes,no,yes
32,admin.,married,basic.6y,no,no,no,no
40,admin.,divorced,professional.course,no,no,no,no
25,services,single,high.school,no,yes,no,yes
36,admin.,married,university.degree,no,no,no,no
45,management,married,university.degree,no,no,no,no
53,technician,married,basic.9y,no,no,no,yes
45,self-employed,divorced,university.degree,no,no,yes,yes
28,unemployed,married,professional.course,no,yes,no,yes
29,technician,married,university.degree,no,no,yes,no
32,housemaid,married,basic.4y,no,no,no,no
46,admin.,single,university.degree,no,yes,no,no
42,admin.,married,university.degree,no,yes,no,yes
80,retired,married,basic.4y,no,yes,no,yes
33,unemployed,married,basic.9y,no,no,no,no
32,management,married,basic.6y,no,no,no,no
30,blue-collar,married,basic.6y,no,yes,yes,yes
41,services,married,basic.9y,no,no,no,no
40,admin.,single,high.school,no,yes,no,no
29,technician,single,professional.course,no,no,no,yes
40,blue-collar,married,high.school,no,no,yes,no
37,services,married,high.school,no,yes,no,no
37,services,married,high.school,no,yes,no,no
34,blue-collar,married,high.school,no,no,no,no
42,housemaid,married,professional.course,no,yes,no,no
38,admin.,married,high.school,no,no,no,no
57,management,married,university.degree,no,yes,no,no
31,blue-collar,single,basic.9y,no,yes,no,no
49,technician,married,university.degree,no,yes,no,no
30,self-employed,married,university.degree,no,no,no,yes
31,admin.,married,high.school,no,no,no,yes
40,admin.,married,high.school,no,yes,yes,yes
55,technician,married,university.degree,no,no,no,no
32,admin.,married,university.degree,no,yes,no,yes
39,admin.,married,high.school,no,no,no,no
44,admin.,married,high.school,no,yes,yes,no
47,blue-collar,married,basic.4y,no,yes,no,no
48,blue-collar,married,professional.course,no,no,no,no
27,services,single,high.school,no,no,no,no
31,technician,married,professional.course,no,no,no,no
25,admin.,single,university.degree,no,no,yes,yes
45,entrepreneur,married,university.degree,no,yes,yes,yes
80,housemaid,married,basic.4y,no,yes,yes,yes
35,management,married,professional.course,no,no,no,no
47,unemployed,divorced,university.degree,no,no,no,no
41,technician,married,basic.9y,no,yes,no,no
36,admin.,married,university.degree,no,no,no,yes
51,blue-collar,married,professional.course,no,no,yes,no
58,retired,married,high.school,no,yes,no,yes
45,housemaid,single,basic.4y,no,no,no,yes
51,technician,married,university.degree,no,yes,no,yes
32,technician,single,university.degree,no,yes,no,no
25,technician,single,university.degree,no,yes,no,yes
41,management,married,university.degree,no,no,no,yes
32,admin.,single,university.degree,no,no,no,no
44,admin.,married,university.degree,no,no,no,no
35,blue-collar,single,basic.9y,no,yes,no,no
37,technician,single,university.degree,no,yes,no,no
35,blue-collar,single,basic.9y,no,yes,no,yes
35,admin.,single,high.school,no,no,no,no
33,admin.,single,university.degree,no,yes,no,yes
52,management,married,high.school,no,yes,yes,yes
48,blue-collar,married,basic.9y,no,yes,no,no
33,services,single,basic.9y,no,no,yes,no
47,blue-collar,married,basic.9y,no,yes,no,no
33,services,married,high.school,no,no,no,no
47,admin.,divorced,university.degree,no,no,no,no
27,admin.,single,professional.course,no,yes,no,yes
32,admin.,single,university.degree,no,yes,no,yes
47,management,divorced,university.degree,no,yes,no,no
41,blue-collar,married,basic.9y,no,no,no,no
43,technician,married,professional.course,no,yes,no,no
54,admin.,married,university.degree,no,yes,no,no
34,admin.,married,university.degree,no,no,yes,no
55,technician,married,professional.course,no,yes,no,yes
60,retired,divorced,basic.4y,no,no,no,yes
53,admin.,divorced,high.school,no,no,no,yes
40,admin.,married,basic.9y,no,no,no,no
40,blue-collar,divorced,professional.course,no,no,no,yes
48,technician,married,high.school,no,yes,no,yes
40,entrepreneur,married,basic.6y,no,no,no,yes
71,retired,single,university.degree,no,yes,no,yes
41,blue-collar,married,basic.6y,no,no,no,no
31,management,married,basic.9y,no,no,yes,no
29,services,single,basic.9y,no,no,no,no
46,technician,divorced,professional.course,no,yes,no,yes
34,self-employed,single,university.degree,no,no,no,yes
38,blue-collar,married,basic.6y,no,yes,no,no
42,technician,married,professional.course,no,yes,no,yes
24,blue-collar,married,basic.9y,no,no,no,no
30,services,married,high.school,no,no,no,no
37,management,single,university.degree,no,yes,no,no
31,technician,single,university.degree,no,yes,no,yes
59,admin.,divorced,university.degree,no,yes,no,yes
28,admin.,single,university.degree,no,no,no,no
39,entrepreneur,divorced,high.school,no,no,no,no
48,retired,divorced,professional.course,no,yes,no,no
30,admin.,single,university.degree,no,no,no,no
22,student,single,high.school,no,no,yes,yes
37,technician,single,professional.course,no,no,no,no
36,services,married,high.school,no,no,no,no
56,management,married,university.degree,no,yes,no,no
47,admin.,married,high.school,no,yes,no,yes
50,technician,married,professional.course,no,yes,no,no
44,blue-collar,single,high.school,no,yes,no,no
29,blue-collar,married,basic.9y,no,no,no,yes
31,blue-collar,divorced,high.school,no,yes,no,yes
52,management,divorced,university.degree,no,no,no,no
31,services,married,high.school,no,no,no,no
32,technician,single,university.degree,no,no,no,yes
30,admin.,single,high.school,no,yes,yes,no
39,admin.,married,university.degree,no,no,no,no
30,student,single,high.school,no,no,no,yes
29,self-employed,married,university.degree,no,yes,yes,yes
46,admin.,married,professional.course,no,no,no,no
37,management,married,university.degree,no,no,no,yes
49,admin.,divorced,high.school,no,yes,no,yes
36,admin.,single,basic.9y,no,yes,no,yes
30,blue-collar,single,basic.9y,no,yes,no,no
33,technician,married,professional.course,no,no,no,yes
30,housemaid,married,high.school,no,yes,no,no
45,admin.,married,university.degree,no,no,no,no
26,admin.,single,high.school,no,yes,no,no
55,technician,married,professional.course,no,yes,no,no
31,admin.,single,university.degree,no,no,no,no
31,technician,divorced,professional.course,no,yes,no,yes
24,admin.,single,high.school,no,yes,yes,yes
41,technician,single,high.school,no,yes,no,no
39,technician,married,professional.course,no,yes,no,no
39,housemaid,married,high.school,no,yes,no,no
30,student,single,high.school,no,no,no,yes
41,admin.,divorced,university.degree,no,yes,no,yes
28,services,single,high.school,no,yes,no,no
52,management,divorced,university.degree,no,yes,no,no
46,admin.,married,professional.course,no,no,no,no
46,admin.,divorced,university.degree,no,yes,no,no
58,self-employed,married,university.degree,no,no,no,yes
33,admin.,married,university.degree,no,yes,no,yes
46,admin.,married,basic.6y,no,no,no,yes
35,services,married,high.school,no,no,no,yes
33,housemaid,married,basic.9y,no,no,no,yes
46,admin.,married,university.degree,no,no,no,no
38,technician,married,university.degree,no,no,no,yes
56,management,married,university.degree,no,yes,yes,no
56,retired,married,university.degree,no,yes,no,yes
21,student,single,basic.9y,no,yes,no,yes
36,technician,married,professional.course,no,no,yes,no
37,admin.,single,university.degree,no,no,no,yes
29,self-employed,single,professional.course,no,yes,no,yes
33,technician,married,university.degree,no,yes,no,yes
29,entrepreneur,divorced,basic.9y,no,yes,no,no
33,management,married,university.degree,no,no,yes,no
34,technician,married,high.school,no,no,no,no
46,blue-collar,single,professional.course,no,no,no,no
34,admin.,married,professional.course,no,no,no,yes
28,technician,single,university.degree,no,yes,no,yes
31,technician,single,university.degree,no,no,no,yes
34,unemployed,single,university.degree,no,no,no,yes
67,housemaid,divorced,professional.course,no,no,no,yes
28,admin.,single,high.school,no,yes,no,yes
18,student,single,high.school,no,no,no,yes
29,admin.,married,high.school,no,yes,no,yes
35,admin.,married,university.degree,no,yes,no,no
44,technician,married,professional.course,no,yes,no,no
36,technician,single,professional.course,no,no,no,no
54,management,married,university.degree,no,yes,no,yes
49,technician,married,basic.9y,no,yes,no,no
33,technician,single,university.degree,no,yes,no,yes
35,blue-collar,married,basic.9y,no,no,no,no
51,admin.,divorced,university.degree,no,yes,no,no
32,management,single,university.degree,no,no,yes,yes
41,technician,married,basic.6y,no,yes,no,no
49,blue-collar,married,basic.9y,no,yes,no,no
40,technician,married,high.school,no,yes,no,yes
31,admin.,married,high.school,no,no,no,yes
35,admin.,divorced,high.school,no,yes,no,no
42,admin.,married,university.degree,no,no,no,no
41,technician,married,professional.course,no,no,no,no
30,admin.,single,high.school,no,no,no,no
58,technician,married,professional.course,no,yes,no,yes
47,technician,single,basic.9y,no,no,no,no
32,admin.,single,university.degree,no,yes,no,yes
42,blue-collar,divorced,basic.6y,no,yes,no,no
34,admin.,single,university.degree,no,no,no,yes
47,blue-collar,divorced,basic.4y,no,no,no,no
28,technician,divorced,high.school,no,yes,no,no
56,services,single,high.school,no,no,yes,yes
55,technician,single,professional.course,no,yes,yes,yes
35,admin.,single,high.school,no,yes,yes,no
33,management,married,professional.course,no,no,no,no
71,housemaid,married,basic.4y,no,yes,no,yes
25,services,single,high.school,no,yes,no,no
34,admin.,married,university.degree,no,yes,no,no
43,admin.,divorced,high.school,no,no,no,no
31,admin.,married,professional.course,no,yes,yes,yes
54,admin.,married,university.degree,no,no,no,no
55,technician,married,professional.course,no,no,no,no
42,housemaid,married,basic.4y,no,no,no,yes
27,blue-collar,single,basic.9y,no,yes,no,no
38,admin.,married,high.school,no,yes,no,yes
30,admin.,single,university.degree,no,yes,no,yes
32,admin.,married,university.degree,no,yes,no,no
33,unemployed,married,university.degree,no,yes,no,yes
46,technician,married,professional.course,no,no,no,no
34,admin.,married,university.degree,no,no,no,no
41,blue-collar,married,basic.9y,no,no,no,no
32,admin.,married,university.degree,no,no,no,yes
28,admin.,single,university.degree,no,yes,no,no
46,housemaid,married,basic.9y,no,no,no,no
36,admin.,married,university.degree,no,yes,no,no
29,blue-collar,married,basic.9y,no,yes,no,yes
29,services,single,high.school,no,no,no,yes
54,blue-collar,divorced,basic.4y,no,no,no,no
39,technician,divorced,university.degree,no,no,yes,yes
33,admin.,single,university.degree,no,no,no,no
50,admin.,single,university.degree,no,no,no,no
34,blue-collar,single,basic.9y,no,no,no,no
48,admin.,single,university.degree,no,yes,no,no
58,retired,married,basic.9y,no,no,no,no
34,blue-collar,married,basic.4y,no,no,no,no
29,blue-collar,single,professional.course,no,no,yes,yes
23,blue-collar,single,basic.9y,no,yes,no,yes
35,admin.,married,high.school,no,yes,no,no
32,services,married,university.degree,no,no,no,yes
33,services,married,high.school,no,yes,no,yes
56,blue-collar,married,basic.4y,no,no,no,no
31,blue-collar,married,basic.9y,no,no,no,no
28,student,single,high.school,no,yes,no,yes
43,self-employed,divorced,university.degree,no,no,no,no
42,blue-collar,married,basic.9y,no,no,no,no
36,admin.,married,university.degree,no,no,no,yes
35,self-employed,married,university.degree,no,yes,no,yes
50,admin.,married,university.degree,no,no,no,yes
39,admin.,single,high.school,no,yes,no,yes
42,admin.,single,basic.9y,no,no,no,no
38,services,married,high.school,no,no,yes,no
24,services,single,high.school,no,yes,no,no
74,retired,married,basic.9y,no,yes,no,yes
28,admin.,married,basic.6y,no,no,no,no
37,technician,married,university.degree,no,yes,no,no
52,services,divorced,basic.6y,no,no,no,no
41,admin.,married,high.school,no,no,no,no
35,technician,divorced,high.school,no,no,no,no
47,technician,married,basic.9y,no,yes,no,no
48,blue-collar,married,basic.4y,no,no,no,no
35,admin.,single,university.degree,no,no,no,yes
36,admin.,divorced,high.school,no,no,no,no
39,retired,single,high.school,no,yes,no,no
29,student,single,professional.course,no,no,no,yes
36,technician,married,university.degree,no,yes,no,no
33,services,married,high.school,no,yes,yes,no
36,blue-collar,single,basic.4y,no,yes,no,no
28,blue-collar,married,basic.6y,no,no,no,yes
48,admin.,divorced,high.school,no,no,yes,yes
49,technician,married,professional.course,no,yes,no,no
36,management,married,university.degree,no,no,no,yes
42,admin.,single,university.degree,no,no,no,no
36,self-employed,single,university.degree,no,no,no,yes
53,technician,single,professional.course,no,yes,no,yes
29,admin.,single,university.degree,no,no,no,yes
35,admin.,married,university.degree,no,yes,no,no
33,management,married,professional.course,no,no,no,yes
48,entrepreneur,married,basic.4y,no,no,no,no
27,blue-collar,single,high.school,no,no,no,no
53,housemaid,married,basic.4y,no,no,yes,yes
32,admin.,married,university.degree,no,no,no,yes
31,blue-collar,married,basic.9y,no,no,no,yes
61,admin.,married,university.degree,no,yes,yes,yes
44,housemaid,married,basic.9y,no,no,no,no
31,blue-collar,married,basic.9y,no,no,no,no
29,admin.,married,high.school,no,no,no,yes
31,admin.,single,university.degree,no,yes,yes,no
53,technician,divorced,university.degree,no,no,no,yes
35,admin.,married,basic.9y,no,no,no,no
31,admin.,single,university.degree,no,no,no,yes
48,retired,married,basic.4y,no,no,no,no
